,task_id,pretty_formula,spacegroup.symbol,spacegroup.crystal_system,e_above_hull,structure,density,band_gap,final_energy,cat_oxi_state,an_oxi_state,coordination_num
922,mp-934,LiTl,Pm-3m,cubic,0.0,"Full Formula (Li1 Tl1)
Reduced Formula: LiTl
abc   :   3.476954   3.476954   3.476954
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Li    0    0    0          -0
  1  Tl    0.5  0.5  0.5        -0",8.348370244528875,0.0,-4.73074533,0.0,0.0,8
923,mp-1078753,LiTl,P6_3/mmc,hexagonal,0.17616318000000009,"Full Formula (Li4 Tl4)
Reduced Formula: LiTl
abc   :   5.183262   5.183262   8.672592
angles:  90.000000  90.000000 120.000005
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.333333  0.666667  0.417499        -0
  1  Li    0.666667  0.333333  0.582501        -0
  2  Li    0.666667  0.333333  0.917499        -0
  3  Li    0.333333  0.666667  0.082501        -0
  4  Tl    0         0         0.25            -0
  5  Tl    0         0         0.75            -0
  6  Tl    0.333333  0.666667  0.75             0
  7  Tl    0.666667  0.333333  0.25             0",6.956208888749542,0.0,-17.51367588,0.0,0.0,1
924,mp-1934,LiZn,Fd-3m,cubic,0.0,"Full Formula (Li2 Zn2)
Reduced Formula: LiZn
abc   :   4.366086   4.366086   4.366086
angles:  60.000000  60.000000  60.000000
Sites (4)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Li    0.25  0.25  0.25        -0
  1  Li    0     0     0           -0
  2  Zn    0.75  0.75  0.75         0
  3  Zn    0.5   0.5   0.5          0",4.082778097815391,0.0,-7.21203075,0.0,0.0,4
925,mp-16507,LuAl,Pbcm,orthorhombic,0.0,"Full Formula (Lu8 Al8)
Reduced Formula: LuAl
abc   :   5.523845   5.763835  11.205385
angles:  90.000000  90.000000  90.000000
Sites (16)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Lu    0.25  0.394563  0.330439        -0
  1  Lu    0.75  0.605437  0.669561        -0
  2  Lu    0.75  0.394563  0.169561         0
  3  Lu    0.25  0.605437  0.830439         0
  4  Lu    0.25  0.158877  0.018167        -0
  5  Lu    0.75  0.841123  0.981833        -0
  6  Lu    0.75  0.158877  0.481833         0
  7  Lu    0.25  0.841123  0.518167         0
  8  Al    0     0.929188  0.25             0
  9  Al    0.5   0.070812  0.75            -0
 10  Al    0     0.070812  0.75            -0
 11  Al    0.5   0.929188  0.25             0
 12  Al    0.25  0.656169  0.095949         0
 13  Al    0.75  0.343831  0.904051         0
 14  Al    0.75  0.656169  0.404051        -0
 15  Al    0.25  0.343831  0.595949        -0",7.519690964065946,0.0,-72.53675015,0.0,0.0,6
926,mp-2017,LuAs,Fm-3m,cubic,0.0,"Full Formula (Lu1 As1)
Reduced Formula: LuAs
abc   :   4.035396   4.035396   4.035396
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0.5  0.5  0.5         0
  1  As    0    0    0          -0",8.930011234175058,0.0,-12.11646974,3.0,-3.0,6
927,mp-1009016,LuAs,Pm-3m,cubic,0.5170794000000001,"Full Formula (Lu1 As1)
Reduced Formula: LuAs
abc   :   3.509459   3.509459   3.509459
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0    0    0          -0
  1  As    0.5  0.5  0.5         0",9.600083760503866,0.0,-11.08231094,3.0,-3.0,8
928,mp-11249,LuAu,Pm-3m,cubic,0.0,"Full Formula (Lu1 Au1)
Reduced Formula: LuAu
abc   :   3.533740   3.533740   3.533740
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0.5  0.5  0.5         0
  1  Au    0    0    0          -0",13.996217974443358,0.0,-9.60388046,0.0,0.0,8
929,mp-568059,LuBi,Fm-3m,cubic,0.0,"Full Formula (Lu1 Bi1)
Reduced Formula: LuBi
abc   :   4.411520   4.411520   4.411520
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0.5  0.5  0.5         0
  1  Bi    0    0    0           0",10.501974190200515,0.0,-9.85445679,0.0,0.0,6
930,mp-2217,LuCd,Pm-3m,cubic,0.0,"Full Formula (Lu1 Cd1)
Reduced Formula: LuCd
abc   :   3.675296   3.675296   3.675296
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0.5  0.5  0.5         0
  1  Cd    0    0    0           0",9.612263104485534,0.0,-6.05246889,0.0,0.0,8
931,mp-1001613,LuGa,Cmcm,orthorhombic,0.0,"Full Formula (Lu2 Ga2)
Reduced Formula: LuGa
abc   :   5.710503   5.710503   4.010717
angles:  90.000000  90.000000 136.485878
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Lu    0.861627  0.138373  0.25        -0
  1  Lu    0.138373  0.861627  0.75         0
  2  Ga    0.57861   0.42139   0.25         0
  3  Ga    0.42139   0.57861   0.75        -0",9.024010319405171,0.0,-17.53257863,0.0,0.0,7
932,mp-2522,LuHg,Pm-3m,cubic,0.0,"Full Formula (Lu1 Hg1)
Reduced Formula: LuHg
abc   :   3.655831   3.655831   3.655831
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0.5  0.5  0.5     0
  1  Hg    0    0    0       0.001",12.76340720277349,0.0,-5.76794902,0.0,0.0,8
933,mp-1529,LuIr,Pm-3m,cubic,0.0,"Full Formula (Lu1 Ir1)
Reduced Formula: LuIr
abc   :   3.355690   3.355690   3.355690
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0.5  0.5  0.5        -0
  1  Ir    0    0    0          -0",16.135682693952617,0.0,-15.30020354,0.0,0.0,8
934,mp-2195,LuMg,Pm-3m,cubic,0.0,"Full Formula (Lu1 Mg1)
Reduced Formula: LuMg
abc   :   3.727945   3.727945   3.727945
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0.5  0.5  0.5     0.004
  1  Mg    0    0    0       0",6.386852520311816,0.0,-6.2133547,0.0,0.0,8
935,mp-1102,LuN,Fm-3m,cubic,0.0,"Full Formula (Lu1 N1)
Reduced Formula: LuN
abc   :   3.363410   3.363410   3.363410
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0    0    0           0
  1  N     0.5  0.5  0.5        -0",11.663423328849209,0.3793000000000002,-16.61243556,3.0,-3.0,6
936,mp-1078899,LuNi,Pnma,orthorhombic,0.0,"Full Formula (Lu4 Ni4)
Reduced Formula: LuNi
abc   :   4.080225   5.308265   6.909041
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Lu    0.25  0.373168  0.679025    -0
  1  Lu    0.25  0.126832  0.179025    -0.001
  2  Lu    0.75  0.626832  0.320975    -0
  3  Lu    0.75  0.873168  0.820975    -0.001
  4  Ni    0.25  0.876548  0.536451     0.001
  5  Ni    0.25  0.623452  0.036451    -0.002
  6  Ni    0.75  0.123452  0.463549     0.001
  7  Ni    0.75  0.376548  0.963549    -0.002",10.371455936386425,0.0,-45.38588903,0.0,0.0,7
937,mp-10192,LuP,Fm-3m,cubic,0.0,"Full Formula (Lu1 P1)
Reduced Formula: LuP
abc   :   3.917879   3.917879   3.917879
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0    0    0          -0
  1  P     0.5  0.5  0.5         0",8.041799915861079,0.0,-13.1026349,3.0,-3.0,6
938,mp-2205,LuPd,Pm-3m,cubic,0.0,"Full Formula (Lu1 Pd1)
Reduced Formula: LuPd
abc   :   3.440572   3.440572   3.440572
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0    0    0       0.001
  1  Pd    0.5  0.5  0.5    -0",11.47258211372487,0.0,-11.64590324,0.0,0.0,8
939,mp-1025438,LuPt,Pnma,orthorhombic,0.0,"Full Formula (Lu4 Pt4)
Reduced Formula: LuPt
abc   :   4.402647   5.539068   6.912701
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Lu    0.25  0.640138  0.180245    -0.002
  1  Lu    0.75  0.359862  0.819755     0.002
  2  Lu    0.75  0.140138  0.319755     0.001
  3  Lu    0.25  0.859862  0.680245    -0
  4  Pt    0.25  0.157124  0.045554    -0.001
  5  Pt    0.75  0.842876  0.954446    -0.001
  6  Pt    0.75  0.657124  0.454446     0.001
  7  Pt    0.25  0.342876  0.545554     0.001",14.580497279665499,0.0,-53.0682417,0.0,0.0,7
940,mp-377,LuRh,Pm-3m,cubic,0.0,"Full Formula (Lu1 Rh1)
Reduced Formula: LuRh
abc   :   3.357307   3.357307   3.357307
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0    0    0          -0
  1  Rh    0.5  0.5  0.5         0",12.193306704540735,0.0,-13.90838738,0.0,0.0,8
941,mp-11495,LuRu,Pm-3m,cubic,0.0,"Full Formula (Lu1 Ru1)
Reduced Formula: LuRu
abc   :   3.332703   3.332703   3.332703
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0    0    0      -0
  1  Ru    0.5  0.5  0.5     0.001",12.383019561505579,0.0,-14.73301107,0.0,0.0,8
942,mp-656,LuS,Fm-3m,cubic,0.0,"Full Formula (Lu1 S1)
Reduced Formula: LuS
abc   :   3.807449   3.807449   3.807449
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0    0    0           0
  1  S     0.5  0.5  0.5         0",8.808445912635673,0.0,-12.40094764,0.0,0.0,6
943,mp-516,LuSb,Fm-3m,cubic,0.0,"Full Formula (Lu1 Sb1)
Reduced Formula: LuSb
abc   :   4.314197   4.314197   4.314197
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0    0    0          -0
  1  Sb    0.5  0.5  0.5         0",8.678031534825017,0.0,-10.67854567,3.0,-3.0,6
944,mp-1009007,LuSb,Pm-3m,cubic,0.3495436449999998,"Full Formula (Lu1 Sb1)
Reduced Formula: LuSb
abc   :   3.741029   3.741029   3.741029
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0    0    0           0
  1  Sb    0.5  0.5  0.5        -0",9.410938574950814,0.0,-9.97945838,3.0,-3.0,8
945,mp-414,LuSe,Fm-3m,cubic,0.0,"Full Formula (Lu1 Se1)
Reduced Formula: LuSe
abc   :   3.985935   3.985935   3.985935
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0    0    0           0
  1  Se    0.5  0.5  0.5         0",9.416341202058497,0.0,-11.18709542,0.0,0.0,6
946,mp-1001612,LuSi,Cmcm,orthorhombic,0.0,"Full Formula (Lu2 Si2)
Reduced Formula: LuSi
abc   :   5.557916   5.557916   3.767661
angles:  90.000000  90.000000 135.975914
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Lu    0.859287  0.140713  0.75        -0
  1  Lu    0.140713  0.859287  0.25         0
  2  Si    0.578378  0.421622  0.75        -0
  3  Si    0.421622  0.578378  0.25         0",8.337415518390268,0.0,-23.09111986,0.0,0.0,7
947,mp-1254,LuTe,Fm-3m,cubic,0.04197589500000021,"Full Formula (Lu1 Te1)
Reduced Formula: LuTe
abc   :   4.274656   4.274656   4.274656
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0    0    0          -0
  1  Te    0.5  0.5  0.5         0",9.096665960827986,0.0,-9.83966468,0.0,0.0,6
948,mp-11496,LuZn,Pm-3m,cubic,0.0,"Full Formula (Lu1 Zn1)
Reduced Formula: LuZn
abc   :   3.496958   3.496958   3.496958
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Lu    0    0    0      -0.001
  1  Zn    0.5  0.5  0.5     0",9.334024846797478,0.0,-6.5031384,0.0,0.0,8
949,mp-2696,MgAg,Pm-3m,cubic,0.0,"Full Formula (Mg1 Ag1)
Reduced Formula: MgAg
abc   :   3.335294   3.335294   3.335294
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Mg    0.5  0.5  0.5     0.001
  1  Ag    0    0    0       0.002",5.91548197764998,0.0,-4.93397084,0.0,0.0,8
950,mp-437,MgAu,Pm-3m,cubic,0.0,"Full Formula (Mg1 Au1)
Reduced Formula: MgAu
abc   :   3.305237   3.305237   3.305237
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Mg    0.5  0.5  0.5         0
  1  Au    0    0    0          -0",10.175760941309065,0.0,-6.08758002,0.0,0.0,8
951,mp-11307,MgCd,Pmma,orthorhombic,0.04591290499999978,"Full Formula (Mg2 Cd2)
Reduced Formula: MgCd
abc   :   3.255190   4.976478   5.345630
angles:  90.000000  90.000000  90.000000
Sites (4)
  #  SP      a     b         c    magmom
---  ----  ---  ----  --------  --------
  0  Mg    0.5  0.25  0.316637        -0
  1  Mg    0.5  0.75  0.683363        -0
  2  Cd    0    0.25  0.817858        -0
  3  Cd    0    0.75  0.182142        -0",5.243256571094555,0.0,-5.25841092,0.0,0.0,8
952,mp-542488,MgCo,Fd-3m,cubic,0.0026841795833325577,"Full Formula (Mg12 Co12)
Reduced Formula: MgCo
abc   :   8.028261   8.028261   8.028261
angles:  60.000000  60.000000  60.000000
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.548734  0.548734  0.951266     0
  1  Mg    0.951266  0.548734  0.951266     0
  2  Mg    0.951266  0.548734  0.548734     0
  3  Mg    0.298734  0.701266  0.701266     0
  4  Mg    0.701266  0.701266  0.298734     0
  5  Mg    0.298734  0.701266  0.298734     0
  6  Mg    0.951266  0.951266  0.548734     0
  7  Mg    0.548734  0.951266  0.548734     0
  8  Mg    0.548734  0.951266  0.951266     0
  9  Mg    0.298734  0.298734  0.701266     0
 10  Mg    0.701266  0.298734  0.298734     0
 11  Mg    0.701266  0.298734  0.701266     0
 12  Co    0.125     0.625     0.125       -0.014
 13  Co    0.922543  0.922543  0.922543    -0.006
 14  Co    0.922543  0.922543  0.23237     -0.006
 15  Co    0.23237   0.922543  0.922543    -0.008
 16  Co    0.327457  0.01763   0.327457    -0.007
 17  Co    0.625     0.125     0.125       -0.011
 18  Co    0.125     0.125     0.625       -0.015
 19  Co    0.125     0.125     0.125       -0.016
 20  Co    0.922543  0.23237   0.922543    -0.007
 21  Co    0.327457  0.327457  0.327457    -0.006
 22  Co    0.01763   0.327457  0.327457    -0.008
 23  Co    0.327457  0.327457  0.01763     -0.006",4.533185585240166,0.0,-104.39814423,0.0,0.0,6
953,mp-574266,MgGa,I4_1/a,tetragonal,0.0,"Full Formula (Mg8 Ga8)
Reduced Formula: MgGa
abc   :   8.045071   8.045071   8.045071
angles:  96.714366  96.714366 140.010344
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.132514  0.338614  0.941366        -0
  1  Mg    0.808851  0.867486  0.206099        -0
  2  Mg    0.661386  0.602752  0.793901        -0
  3  Mg    0.397248  0.191149  0.058634        -0
  4  Mg    0.852752  0.558851  0.441366        -0
  5  Mg    0.588614  0.147248  0.706099        -0
  6  Mg    0.441149  0.882514  0.293901        -0
  7  Mg    0.117486  0.411386  0.558634        -0
  8  Ga    0.692794  0.887902  0.587662        -0
  9  Ga    0.355131  0.442794  0.304891        -0
 10  Ga    0.137902  0.05024   0.695109        -0
 11  Ga    0.30024   0.105131  0.412338        -0
 12  Ga    0.94976   0.644869  0.087662        -0
 13  Ga    0.112098  0.69976   0.804891        -0
 14  Ga    0.894869  0.307206  0.195109        -0
 15  Ga    0.557206  0.862098  0.912338        -0",3.972212492670881,0.0,-39.4000992,0.0,0.0,6
954,mp-1408,MgHg,Pm-3m,cubic,0.0,"Full Formula (Mg1 Hg1)
Reduced Formula: MgHg
abc   :   3.499559   3.499559   3.499559
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Mg    0.5  0.5  0.5         0
  1  Hg    0    0    0           0",8.713425817011279,0.0,-2.33437619,0.0,0.0,8
955,mp-2313,MgIn,P4/mmm,tetragonal,0.0,"Full Formula (Mg1 In1)
Reduced Formula: MgIn
abc   :   3.267108   3.267108   4.422639
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Mg    0.5  0.5  0.5        -0
  1  In    0    0    0           0",4.893724969265474,0.0,-4.50516405,0.0,0.0,12
956,mp-683946,MgIr,Cmce,orthorhombic,0.022309779796992224,"Full Formula (Mg76 Ir76)
Reduced Formula: MgIr
abc   :  12.361681  12.361681  16.905914
angles:  90.000000  90.000000  97.547939
Sites (152)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.391642  0.641717  0.830451     0
  1  Mg    0.840072  0.105085  0.837427     0
  2  Mg    0.169291  0.625427  0.405425    -0
  3  Mg    0.330709  0.874573  0.905425    -0
  4  Mg    0.702292  0.965423  0.23115      0
  5  Mg    0.548834  0.548834  0.934222     0
  6  Mg    0.76234   0.76234   0.997375     0
  7  Mg    0.246801  0.246801  0.823652     0
  8  Mg    0.209336  0.454965  0.061269     0
  9  Mg    0.202292  0.465423  0.26885      0
 10  Mg    0.394915  0.659928  0.337427     0
 11  Mg    0.374573  0.830709  0.594575    -0
 12  Mg    0.539202  0.997282  0.835041     0
 13  Mg    0.830709  0.374573  0.594575    -0
 14  Mg    0.797708  0.534577  0.73115      0
 15  Mg    0.105085  0.840072  0.837427     0
 16  Mg    0.816406  0.360002  0.075135     0
 17  Mg    0.683594  0.139998  0.575135     0
 18  Mg    0.951166  0.951166  0.434222     0
 19  Mg    0.894915  0.159928  0.162573     0
 20  Mg    0.358283  0.608358  0.169549     0
 21  Mg    0.790664  0.545035  0.938731     0
 22  Mg    0.454965  0.209336  0.061269     0
 23  Mg    0.669291  0.125427  0.094575    -0
 24  Mg    0.23766   0.23766   0.002625     0
 25  Mg    0.502718  0.960798  0.335041     0
 26  Mg    0.960798  0.502718  0.335041     0
 27  Mg    0.340072  0.605085  0.662573     0
 28  Mg    0.316406  0.860002  0.424865     0
 29  Mg    0.437704  0.437704  0.567542     0
 30  Mg    0.545035  0.790664  0.938731     0
 31  Mg    0.045035  0.290664  0.561269     0
 32  Mg    0.954965  0.709336  0.438731     0
 33  Mg    0.085146  0.085146  0.265325     0
 34  Mg    0.914854  0.914854  0.734675     0
 35  Mg    0.139998  0.683594  0.575135     0
 36  Mg    0.034577  0.297708  0.76885      0
 37  Mg    0.639998  0.183594  0.924865     0
 38  Mg    0.562296  0.562296  0.432458     0
 39  Mg    0.874573  0.330709  0.905425    -0
 40  Mg    0.002718  0.460798  0.164959     0
 41  Mg    0.709336  0.954965  0.438731     0
 42  Mg    0.659928  0.394915  0.337427     0
 43  Mg    0.26234   0.26234   0.502625     0
 44  Mg    0.141717  0.891642  0.669549     0
 45  Mg    0.746801  0.746801  0.676348     0
 46  Mg    0.048834  0.048834  0.565778     0
 47  Mg    0.451166  0.451166  0.065778     0
 48  Mg    0.608358  0.358283  0.169549     0
 49  Mg    0.039202  0.497282  0.664959     0
 50  Mg    0.360002  0.816406  0.075135     0
 51  Mg    0.497282  0.039202  0.664959     0
 52  Mg    0.860002  0.316406  0.424865     0
 53  Mg    0.534577  0.797708  0.73115      0
 54  Mg    0.858283  0.108358  0.330451     0
 55  Mg    0.625427  0.169291  0.405425    -0
 56  Mg    0.753199  0.753199  0.176348     0
 57  Mg    0.108358  0.858283  0.330451     0
 58  Mg    0.125427  0.669291  0.094575    -0
 59  Mg    0.997282  0.539202  0.835041     0
 60  Mg    0.73766   0.73766   0.497375     0
 61  Mg    0.460798  0.002718  0.164959     0
 62  Mg    0.641717  0.391642  0.830451     0
 63  Mg    0.465423  0.202292  0.26885      0
 64  Mg    0.183594  0.639998  0.924865     0
 65  Mg    0.605085  0.340072  0.662573     0
 66  Mg    0.937704  0.937704  0.932458     0
 67  Mg    0.159928  0.894915  0.162573     0
 68  Mg    0.414854  0.414854  0.765325     0
 69  Mg    0.062296  0.062296  0.067542     0
 70  Mg    0.965423  0.702292  0.23115      0
 71  Mg    0.585146  0.585146  0.234675     0
 72  Mg    0.290664  0.045035  0.561269     0
 73  Mg    0.297708  0.034577  0.76885      0
 74  Mg    0.891642  0.141717  0.669549     0
 75  Mg    0.253199  0.253199  0.323652     0
 76  Ir    0.82363   0.959929  0.086998     0.001
 77  Ir    0.625267  0.769123  0.337759    -0
 78  Ir    0.616125  0.884813  0.087583     0
 79  Ir    0.70627   0.981586  0.713998    -0.001
 80  Ir    0.959929  0.82363   0.086998    -0
 81  Ir    0.79373   0.518414  0.213998    -0.001
 82  Ir    0.829561  0.329561  0.25        -0.001
 83  Ir    0.67637   0.540071  0.586998     0.001
 84  Ir    0.874733  0.730877  0.837759    -0
 85  Ir    0.769123  0.625267  0.337759    -0
 86  Ir    0.334642  0.334642  0.170025     0.003
 87  Ir    0.883875  0.615187  0.587583     0
 88  Ir    0.637266  0.362734  0.5          0
 89  Ir    0.32305   0.82305   0.75        -0
 90  Ir    0.170439  0.670439  0.75        -0.001
 91  Ir    0.874153  0.125847  0.5          0.002
 92  Ir    0.295097  0.017305  0.04217      0.001
 93  Ir    0.318597  0.452053  0.915856     0.001
 94  Ir    0.625847  0.374153  0            0.002
 95  Ir    0.862734  0.137266  0            0
 96  Ir    0.517305  0.795097  0.45783      0
 97  Ir    0.125847  0.874153  0.5          0.002
 98  Ir    0.931928  0.931928  0.217999     0.003
 99  Ir    0.834642  0.834642  0.329975     0.003
100  Ir    0.116125  0.384813  0.412417     0
101  Ir    0.383875  0.115187  0.912417     0
102  Ir    0.452053  0.318597  0.915856     0
103  Ir    0.952053  0.818597  0.584144     0
104  Ir    0.540071  0.67637   0.586998    -0
105  Ir    0.018414  0.29373   0.286002    -0
106  Ir    0.181403  0.047947  0.415856     0.001
107  Ir    0.67695   0.17695   0.25        -0
108  Ir    0.047947  0.181403  0.415856     0
109  Ir    0         0.5       0.5          0.001
110  Ir    0.165358  0.165358  0.670025     0.003
111  Ir    0.431928  0.431928  0.282001     0.003
112  Ir    0.681403  0.547947  0.084144     0.001
113  Ir    0.665358  0.665358  0.829975     0.003
114  Ir    0.547947  0.681403  0.084144     0
115  Ir    0.040071  0.17637   0.913002    -0
116  Ir    0.730877  0.874733  0.837759    -0
117  Ir    0.204903  0.482695  0.54217      0.001
118  Ir    0.32363   0.459929  0.413002     0.001
119  Ir    0.29373   0.018414  0.286002    -0.001
120  Ir    0.795097  0.517305  0.45783      0.001
121  Ir    0.17695   0.67695   0.25        -0
122  Ir    0.481586  0.20627   0.786002    -0
123  Ir    0.125267  0.269123  0.162241    -0
124  Ir    0.329561  0.829561  0.25        -0.001
125  Ir    0.230877  0.374733  0.662241    -0
126  Ir    0.017305  0.295097  0.04217      0
127  Ir    0.615187  0.883875  0.587583     0
128  Ir    0.884813  0.616125  0.087583     0
129  Ir    0.982695  0.704903  0.95783      0
130  Ir    0.374733  0.230877  0.662241    -0
131  Ir    0         0.5       0            0.001
132  Ir    0.5       0         0            0.001
133  Ir    0.115187  0.383875  0.912417     0
134  Ir    0.981586  0.70627   0.713998    -0
135  Ir    0.384813  0.116125  0.412417     0
136  Ir    0.482695  0.204903  0.54217      0
137  Ir    0.068072  0.068072  0.782001     0.003
138  Ir    0.20627   0.481586  0.786002    -0.001
139  Ir    0.459929  0.32363   0.413002    -0
140  Ir    0.704903  0.982695  0.95783      0.001
141  Ir    0.818597  0.952053  0.584144     0.001
142  Ir    0.137266  0.862734  0           -0
143  Ir    0.362734  0.637266  0.5          0
144  Ir    0.518414  0.79373   0.213998    -0
145  Ir    0.5       0         0.5          0.001
146  Ir    0.17637   0.040071  0.913002     0.001
147  Ir    0.374153  0.625847  0            0.002
148  Ir    0.670439  0.170439  0.75        -0.001
149  Ir    0.82305   0.32305   0.75        -0
150  Ir    0.568072  0.568072  0.717999     0.003
151  Ir    0.269123  0.125267  0.162241    -0",10.669655793345468,0.0,-843.6985895,0.0,0.0,14
957,mp-1010953,MgNi,Pm-3m,cubic,0.04435064076388828,"Full Formula (Mg1 Ni1)
Reduced Formula: MgNi
abc   :   3.046453   3.046453   3.046453
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Mg    0    0    0      -0
  1  Ni    0.5  0.5  0.5     0.001",4.874559444110983,0.0,-7.68542192,0.0,0.0,8
958,mp-1018140,MgNi,P4/mmm,tetragonal,0.045670855763888074,"Full Formula (Mg1 Ni1)
Reduced Formula: MgNi
abc   :   2.984872   2.984872   3.160043
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Mg    0    0    0          -0
  1  Ni    0.5  0.5  0.5         0",4.8952446497956865,0.0,-7.68278149,0.0,0.0,8
959,mp-1265,MgO,Fm-3m,cubic,0.0,"Full Formula (Mg1 O1)
Reduced Formula: MgO
abc   :   3.009789   3.009789   3.009789
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Mg    0    0    0           0
  1  O     0.5  0.5  0.5        -0",3.471430968092349,4.638,-11.96742144,2.0,-2.0,6
960,mp-1065577,MgO,P6_3/mmc,hexagonal,0.03699709000000073,"Full Formula (Mg2 O2)
Reduced Formula: MgO
abc   :   3.524689   3.524689   4.231065
angles:  90.000000  90.000000 120.000011
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Mg    0.333333  0.666667  0.25        -0
  1  Mg    0.666667  0.333333  0.75        -0
  2  O     0.333333  0.666667  0.75         0
  3  O     0.666667  0.333333  0.25         0",2.94042273429827,3.2582999999999998,-23.78685452,2.0,-2.0,5
